Datetime,UnixTime,Pressure,FlowF,Total
"2023-01-01 00:00:00",1672506000,1.55,6.7999999999999998,655841.80000000005
"2023-01-01 00:15:00",1672506900,1.5700000000000001,6,655843.30000000005
"2023-01-01 00:30:00",1672507800,1.55,5.5999999999999996,655844.70000000007
"2023-01-01 00:45:00",1672508700,1.55,5.5999999999999996,655846.10000000009
"2023-01-01 01:00:00",1672509600,1.5700000000000001,5.5999999999999996,655847.5
"2023-01-01 01:15:00",1672510500,1.55,5.2000000000000002,655848.80000000005
"2023-01-01 01:30:00",1672511400,1.5600000000000001,5.5999999999999996,655850.20000000007
"2023-01-01 01:45:00",1672512300,1.5600000000000001,6,655851.70000000007
"2023-01-01 02:00:00",1672513200,1.5700000000000001,6,655853.20000000007
"2023-01-01 02:15:00",1672514100,1.5700000000000001,6,655854.70000000007
"2023-01-01 02:30:00",1672515000,1.5600000000000001,6,655856.20000000007
"2023-01-01 02:45:00",1672515900,1.55,6,655857.70000000007
"2023-01-01 03:00:00",1672516800,1.5700000000000001,4.7999999999999998,655858.90000000002
"2023-01-01 03:15:00",1672517700,1.5600000000000001,5.5999999999999996,655860.30000000005
"2023-01-01 03:30:00",1672518600,1.5600000000000001,5.2000000000000002,655861.60000000009
"2023-01-01 03:45:00",1672519500,1.55,5.5999999999999996,655863
"2023-01-01 04:00:00",1672520400,1.55,6.7999999999999998,655864.70000000007
"2023-01-01 04:15:00",1672521300,1.5700000000000001,6.7999999999999998,655866.40000000002
"2023-01-01 04:30:00",1672522200,1.55,6.7999999999999998,655868.10000000009
"2023-01-01 04:45:00",1672523100,1.5600000000000001,6.7999999999999998,655869.80000000005
"2023-01-01 05:00:00",1672524000,1.5600000000000001,7.5999999999999996,655871.70000000007
"2023-01-01 05:15:00",1672524900,2.4500000000000002,13.6,655875.10000000009
"2023-01-01 05:30:00",1672525800,2.3900000000000001,21.199999999999999,655880.40000000002
"2023-01-01 05:45:00",1672526700,2.46,18.800000000000001,655885.10000000009
"2023-01-01 06:00:00",1672527600,2.4399999999999999,16.800000000000001,655889.30000000005
"2023-01-02 11:45:00",1672634700,2.4199999999999999,23.199999999999999,656544.20000000007
"2023-01-02 12:00:00",1672635600,2.3100000000000001,24.800000000000001,656550.40000000002
"2023-01-02 12:15:00",1672636500,2.3999999999999999,26.399999999999999,656557
"2023-01-02 12:30:00",1672637400,2.4100000000000001,20.800000000000001,656562.20000000007
"2023-01-02 12:45:00",1672638300,2.3700000000000001,22.399999999999999,656567.80000000005
"2023-01-02 13:00:00",1672639200,2.4100000000000001,21.199999999999999,656573.10000000009
"2023-01-02 13:15:00",1672640100,2.4100000000000001,21.199999999999999,656578.40000000002
"2023-01-02 13:30:00",1672641000,2.3100000000000001,23.600000000000001,656584.30000000005
"2023-01-02 13:45:00",1672641900,2.29,25.600000000000001,656590.70000000007
"2023-01-02 14:00:00",1672642800,2.3599999999999999,24.800000000000001,656596.90000000002
"2023-01-02 14:15:00",1672643700,2.4100000000000001,21.600000000000001,656602.30000000005
"2023-01-02 14:30:00",1672644600,2.4300000000000002,22,656607.80000000005
"2023-01-02 14:45:00",1672645500,2.4399999999999999,25.199999999999999,656614.10000000009
